id,tanggal,teks,label
1.08972463257422E+018,2020-04-27 04: 22: 19 + 00: 00,DO lah biar jera,0
1.08972427925454E+018,2020-04-27 04: 20: 14 + 00: 00,Apakah ini benar mahasiswa @UnivPertamina? Kasar sekali.,0
1.08899727284147E+018,2020-04-27 04: 18: 53 + 00: 00,"Kampus abal², yang rasis dipelihara.",0
1.08756680723218E+018,2020-04-27 04: 15: 47 + 00: 00,Mahasiswamu kayak dajjal ternyata @UnivPertamina,0
1.08756583325191E+018,2020-04-27 04: 11: 24 + 00: 00,"Selain itu, ada model mahasiswa gini kuliah di univ pertamina. Ga pantes coy mahluk kek gini masih di pertahanin kuliah disitu. Kasian pelajar lain ikutan nanggung malu gara2 1 pelajar doanh yang ga jelas dan ga bikin malu universitasnya jugak.",0
1.08756561592829E+018,2020-04-27 04: 08: 29 + 00: 00,Kampus yg mengajarkan SARA masih ada ya min?,0
1.08756292207358E+018,2020-04-27 04: 02: 31 + 00: 00,Mohon yang dikeluarkan dari Universitas Pertamina?,0
1.08725827363434E+018,2020-04-27 03: 56: 26 + 00: 00,"DO aja, penjarakan",0
1.08611106756511E+018,2020-04-27 03: 51: 46 + 00: 00,Pecat saja ........ !!!! jadi bukan untuk di bina tapi untuk di BINASAKAN ....... !!!!!,0
1.08499209127561E+018,2020-04-27 03: 50: 45 + 00: 00,Pecat dan blacklist di kampus trus seret ke polisi baru gw demen.,0
1.08443398068482E+018,2020-04-27 03: 50: 07 + 00: 00,Jika berpapasan dia halal Dipalu diterima,0
1.08434767974684E+018,2020-04-27 03: 45: 45 + 00: 00,"Kami menghargai sikap @UnivPertamina atas perilaku SARA (oknum) Mahasiswanya. Pun demikian kami sgt berharap pihak Rektorat tidak dapat ragu-ragu untuk men-Do Mahasiswa ybs, dan mengajukan kasus kepada pihak berwajib dari Kepolisian Indonesia agar sesuai dengan hukum yang berlaku. Trimaksh",1
1.08292073459317E+018,2020-04-27 03: 44: 00 + 00: 00,"Dengan kejadian ini kita bisa melihat kredibilitas univpertamina .. Bermoral, berkualitas, atau malah lembek, atau malah mlempem ...",1
1.08069761363085E+018,2020-04-27 03: 40: 33 + 00: 00,"Hati-hati ya, kamu sekarang bukan golongan kami",0
1.0803392235494E+018,2020-04-27 03: 28: 18 + 00: 00,"Kata maaf kaga cukup, DO atau sanksi berat ... itu lebih baik ...",0
1.25739050890689E+018,2020-04-27 03: 24: 33 + 00: 00,"Pecat, kehilangan 1 mahasiswa tak bermoral menunjukkan universitas Anda masih bermoral.",0
1.25734088631435E+018,2020-04-27 03: 24: 03 + 00: 00,Jangan cuma omong kosong ... buat pengumuman ... DO donk ...,0
1.25733321084703E+018,2020-04-27 03: 18: 18 + 00: 00,Kudet nih kak ... skrg jd kepo ... ..kasih tau laah ...,0
1.2572607485872E+018,2020-04-27 03: 15: 40 + 00: 00,Ini bisa terjadi berkali-kali. Karena rendahnya pemahaman nilai-nilai pancasila.,1
1.2572149763615E+018,2020-04-27 03: 13: 49 + 00: 00,"Coba telusuri lg, sikap gmn dia terhadap dosen, layakkan seorang mahasiswa mengumpatlukan. Kalo tidak mendukung universitas, sebaliknya mendukung tindakan spt itu.",0
1.25721113666493E+018,2020-04-27 03: 08: 51 + 00: 00,"Lakukan lebih baik, lebih jika siswa tsb tidak berprestasi",0
1.25718202216798E+018,2020-04-27 03: 08: 43 + 00: 00,"Jika ini berat diumumkan gila dan gangguan jiwa dia mahasiswa, mana ada orng gangguan jiwa jd pelajar ... Ayo cepat proses DO dan hukumnya ... Saya percaya sama kampus UP ini disiplin dan taat hukum, gak bantu nti jelek nama kampus yg ada ... ",0
1.25718163975661E+018,2020-04-27 03: 05: 28 + 00: 00,"Ngomong sampe berbusa pun mereka gratis negtawain, karena mereka pengikut iblis laknatullah. Orang kayak gini harusnya menyetujui pancung saja.",0
1.25718046353109E+018,2020-04-27 03: 01: 02 + 00: 00,"Univ Pertamina harus dapat memberikan hukuman yang pantas. Stigma ini melekat pada merek tsb, mengingat komisarisnya juga memiliki sejarah penghina agama, tidak ada yang membantah.",0
1.25708753803805E+018,2020-04-27 02: 56: 30 + 00: 00,Hei @UnivPertamina jika Anda tidak melakukan sesuatu berarti universitas Anda sedang mendidik calon kandidat perusak negara ..,0
1.2570556830794E+018,2020-04-27 02: 55: 13 + 00: 00,Omdo,0
1.25703119079342E+018,2020-04-27 02: 48: 22 + 00: 00,"Sdh masuk penista, cakap berumur, tidak gila, mestinya dpt diproses sesuai hukum, kampus swasta bisa segera diterbitkan surat DO",0
1.25690297042946E+018,2020-04-27 02: 47: 17 + 00: 00,Mulutnya kotor macam si hoak ya,0
1.25681920510347E+018,2020-04-27 02: 46: 55 + 00: 00,Klu nggak di DO maka kami menghargai @UnivPertamina sengaja mendidik pegawaiwanya sbg dalang dr tindakan intoleransi ini,0
1.25663336633552E+018,2020-04-27 02: 45: 42 + 00: 00,Mana Links berita nya,1
1.25659823365406E+018,2020-04-27 02: 44: 47 + 00: 00,Dan ..... Kalian masih simpan tuh TAEK .... TAEK ..... TAEK. .... ohya jadi Inget Atasannya kan juga ALUMNUS PENISTA .......,0
1.2565937672613E+018,2020-04-27 02: 37: 27 + 00: 00,"Press release Menunggu, surat DO.,",0
1.25656793331403E+018,2020-04-27 02: 16: 03 + 00: 00,BBM kapan d turuni?,1
1.25652279880722E+018,2020-04-27 02: 15: 51 + 00: 00,"Terima kasih bang, biar kaumnya yg ngasih pelajaran .. Kalo ga ada yg bertindak, artinya orang ini mewakili kehendak mereka ... selanjutnya terserah kita ..",0
1.25649430450097E+018,2020-04-27 02: 11: 17 + 00: 00,Gak Beragama Itu Mahasiswa ...,1
1.25647738504772E+018,2020-04-27 02: 10: 16 + 00: 00,Kampus nya culun .... penista di simpan ...,0
1.25647506994715E+018,2020-04-27 02: 08: 24 + 00: 00,Ya ini seniornya penista agama ... si mulut jamban ..,0
1.25645865128952E+018,2020-04-27 02: 04: 56 + 00: 00,"penjarakan..masa sekelas @UnivPertamina, punya mahasiswa yg otaknya kayak gitu ..",0
1.25626990838549E+018,2020-04-27 02: 00: 09 + 00: 00,LAKUKAN dan serahkan ke aparat hukum,0
1.25626977381548E+018,2020-04-27 01: 56: 27 + 00: 00,"Ya ampun angkatan 2017, masih piyik bgt .. surem nih bangsa",0
1.25620922662132E+018,2020-04-27 01: 52: 37 + 00: 00,DO lalu lanjutkan proses hukumnya.,0
1.25616675449923E+018,2020-04-27 01: 52: 16 + 00: 00,"Sebagai pendidikan aja kalian di Hina, keluarkan dr kampus. Ga layak mendidik mulutnya penista AGAMA dan tidak menghargai pendidiknY",0
1.25612286040745E+018,2020-04-27 01: 49: 59 + 00: 00,"Keluarin dr kampus, klo didiamkN berarti kalian sengaja menyimpan penista Agama",0
1.25609831989956E+018,2020-04-27 01: 49: 39 + 00: 00,Mahasiswa tsb harus di DO juga sebagai hukuman atas penistaan ​​...,0
1.25609336057554E+018,2020-04-27 01: 35: 59 + 00: 00,Minimal di skorsing itu mahasiswa goblok yg ga punya etika ... bahkan sepantasnya di DO itu bangsat bergelar mahasiswa ,0
1.25596196418387E+018,2020-04-27 01: 31: 24 + 00: 00,Negri bajingan,0
1.25592142029242E+018,2020-04-27 01: 29: 34 + 00: 00,"Gak papa, biarin aja Bentar lagi juga wassalam kok",0
1.25583566647207E+018,2020-04-27 01: 28: 41 + 00: 00,"@UnivPertamina gak butuh manusia seperti itu, masih banyak mahasiswa atau calon mahasiswa yang lebih baik",0
1.25574815010448E+018,2020-04-27 01: 26: 04 + 00: 00,Sudah banyak kasus !!!! Meterai selesai ... Tapi apakah memperbaiki wataknya?,0
1.25574384283529E+018,2020-04-27 01: 24: 09 + 00: 00,DO aja ... dan serahkan kasus ke pihak berwajib. Sekelas pelajar bertindak seperti itu .. Sdh ngga bisa di tolerir,0
1.25569920445589E+018,2020-04-27 01: 22: 17 + 00: 00,Potong kuping atau penjara,0
1.2556072681643E+018,2020-04-27 01: 18: 31 + 00: 00,"tanpa proses sampai pengadilan, bukti sidang pengadilan dalam kaderisasi Anti Pancasila",0
1.25552808782495E+018,2020-04-27 01: 17: 28 + 00: 00,Jirrr .. tuh wajah pria yg bininya ditunggangi laki2 lain selama 7 tahun ya.,0
1.25551937042966E+018,2020-04-27 01: 15: 17 + 00: 00,"Tanpa Proses Pengadilan, Publik memahami sebagai proses kaderisasi anti islam.",0
1.25551617880338E+018,2020-04-27 01: 08: 35 + 00: 00,"Penjarain Min, kafir Danau Toba rusak .. Beri makan saja pakai Nasi Anjing dari komunitas jahatnya ..",0
1.25551430167211E+018,2020-04-27 01: 05: 00 + 00: 00,Keluarkan darin UP ... mencoreng nama kegiatan dan proses hukum karena sudah melakukan penistaan. Jgn sampai ada baterai 6000 atau dibilang gila,0
1.25546943984119E+018,2020-04-27 01: 02: 56 + 00: 00,11-12 dengan komisaris @pertamina. Wajib DO ... Seret ke ranah hukum.,0
1.25539078438536E+018,2020-04-27 00: 59: 27 + 00: 00,"cuma menyesal yah, kenapa tidak mengutuk, dengan pernyataan ini jelas tindakan tidak akan diterapkan kpd ybs, jadi biar masyarakat sj yang menghukum",0
1.25538722993078E+018,2020-04-27 00: 57: 40 + 00: 00,Wajib dipecat min .... Publikasikan surat pemecatannya dg kop resmi n TTD rektor setelah itu antarkan ke kantor polisi untuk di BAP dan perlu proses hukum selanjutnya atau proses hukum ala rakyat +62 ... !!!,0
1.25513352471516E+018,2020-04-27 00: 56: 48 + 00: 00,DO dan seret ke ranah hukum,0
1.25508561355391E+018,2020-04-27 00: 54: 59 + 00: 00,"Enak ajah setelah menghina Agama Allah, hanya meminta maaf doang, lebih dari ...",0
1.25501830157228E+018,2020-04-27 00: 37: 45 + 00: 00,Tidak bisa hanya dengan meminta maaf di atas materai saja .... maaf di terima sangsi segala bentuknya juga harus tetap dijalankan biar sda efek jeranya .....,0
1.25492254757072E+018,2020-04-27 00: 36: 14 + 00: 00,Lempar aja ke laut .. Dasar mahasiswa BAJINGAN .. !!! LAKNATULLAH .. !!,0
1.25489484819837E+018,2020-04-27 00: 34: 03 + 00: 00,Astagfirulloh ... ketidakadilan terus dipertontonkan ...,0
1.25489374331383E+018,2020-04-27 00: 33: 38 + 00: 00,Aaahhh masaaaaa ??? Buktikan itu,0
1.25489318887718E+018,2020-04-27 00: 32: 20 + 00: 00,Universitas Pertamina JKT ya kang cendol.? Baca lebih lanjut tentang kuliah di sn,1
1.25489228562123E+018,2020-04-27 00: 31: 04 + 00: 00,"Klo ketemu titip ya, tolong patahin jari2 nya & robek mulutnya buat tanda mata sampai dia tua nanti ",0
1.25488115995723E+018,2020-04-27 00: 29: 12 + 00: 00,Ditunggu Persrelease tentang Sanksi diterapkan untuk yang dimiliki.,0
1.25478559659098E+018,2020-04-27 00: 27: 22 + 00: 00,Pake materai nggak min .. Bisanya hanya itu doang,0
1.25476516104006E+018,2020-04-27 00: 25: 00 + 00: 00,"Tindak lanjutnya apa yg jelas, dlm penghina Islam seperti itu darahnya halal. Jgn smp umat muslim marah, jam jelas sanksinya apa! Catat: Ditunggu! Cc: @Kemenag_RI @mohmahfudmd",0
1.25475624195332E+018,2020-04-27 00: 11: 34 + 00: 00,Sekali kali biar massa yg mengadili sbg shock effek,0
1.2547438330923E+018,2020-04-27 00: 07: 38 + 00: 00,"Menindaklanjuti seperti apa, min? Di perbarui ya .....",0
1.25471975554344E+018,2020-04-26 23: 55: 05 + 00: 00,Keputusan yang diambil @UnivPertamina akan menentukan stigma masyarakat setelah ini. kita lihat saja nanti,0
1.2546996535446E+018,2020-04-26 23: 53: 47 + 00: 00,"Udah ngaku sendiri kalau ""BANGSAT""",0
1.25469398766065E+018,2020-04-26 23: 49: 59 + 00: 00,"Udah lihat Videonya kan min? Itu sangat berbahaya, UMAT ISLAM min, Pada bulan suci ini LAFAZ Allah yang kami tawarkan bahkan ditunjuk menggunakan Jari tengah. Tolong tindakan Tegasnya",0
1.25469373689157E+018,2020-04-26 23: 46: 56 + 00: 00,"Minta tlg ke temen temen di luar sana siapkan ""Penyambutan"" dia di luar pager kampus atau dirumahnya. Kasih hadiah minimal Rontokin semua giginya biar ompong. Jgn lupa jari yg ""itu"" dikondisikan biar ga berulah lagi selamanya! Bangsat nih anak !!",0
1.2546905488263E+018,2020-04-26 23: 45: 15 + 00: 00,"Minta tlg ke temen temen di luar sana siapkan ""Penyambutan"" dia di luar pager kampus atau dikost / Rumah. Kasih hadiah minimal Rontokin semua giginya biar ompong. Jgn lupa jari yg ""itu"" dikondisikan biar ga berulah lagi selamanya. Bangsat nih anak !!!",0
1.25468106674647E+018,2020-04-26 23: 41: 58 + 00: 00,Astaghfirullah Bangsat ini orang perlu diberi pelajaran Baru minta maaf Dan ini hanya candaan Buat mukul bangsat ini ..,0
1.25466530063453E+018,2020-04-26 23: 41: 47 + 00: 00,"Bukan segera DO tp juga harus diselesaikan oleh hukum, yg menghina presiden aja cepat ditangkap .... ini sudah bikin resah dan sangat terlukai hati umat Islam",0
1.25466478668552E+018,2020-04-26 23: 32: 48 + 00: 00,"DO trus proses hukum dijalankan ... cukup, no materai 6rb !!!!",0
1.25465950889627E+018,2020-04-26 23: 22: 40 + 00: 00,Apa lagi Bos sekarang lagi juga .. aku sih yaqin gak bakalan tuh bocah di pecattt .. kita liat saja..endingnya gmn ... ancooor ... penista agama harus di tuntut ke hukum yg setimpal ...,0
1.25465401167372E+018,2020-04-26 23: 22: 36 + 00: 00,"Menghina agama, DO !. Di maafkan krn di anggap GILA, ya DO juga !. Orang GILA kok di ijinin kuliah!",0
1.25465234762973E+018,2020-04-26 23: 22: 24 + 00: 00,Cuma satu kata min TAIK.,0
1.25465060617155E+018,2020-04-26 23: 20: 26 + 00: 00,Terima kasih respons min Univ pertamina .. Ada efek jera biar gk terulang lgi pnistaan ​​agama Krn ini sngat mnyakiti hati Tundakan bodoh Pnuh kebencian n sngat brbahaya jam disanksi keras,0
1.25464744083929E+018,2020-04-26 23: 18: 14 + 00: 00,* Hentikan misi Anda no. 3,0
1.25464609545762E+018,2020-04-26 23: 15: 33 + 00: 00,Atau Solar ria gembira? ,2
1.25464556361144E+018,2020-04-26 23: 14: 56 + 00: 00,Gw baru tau pertamina ada universitasnya ... pertamini ada juga min?,1
1.2546451779955E+018,2020-04-26 23: 13: 05 + 00: 00,Ngga cuma itu. Nama umum orang itu lengkap. Dan tetapkan: MEREKA YANG MENGHINA DENGAN SARA TIDAK BOLEH LAGI DAFTAR KULIAH DI UNIVERSITAS / INSTITUT MANAPUN DI INDONESIA!,0
1.2546450993104E+018,2020-04-26 23: 07: 19 + 00: 00,"DO pelajar sampah bgitu .. Kalo gada tindakan tegas, akan dipertimbangkan sepele kebijakan kampus kedepan harus!",0
1.25464492197943E+018,2020-04-26 23: 05: 00 + 00: 00,"Di Kampusku tercinta, klo dah Institut mengeluarkan siaran pers seperti ini, biasanya otomatis DO karena ditolak kode etik dan Kode Etik Kemahasiswaan",0
1.25464420936294E+018,2020-04-26 23: 02: 06 + 00: 00,"DO aj student ky gitu, ngotor2in di kampus aj Ga layak disebut pelajar kl bisanya menghina agama lain, mending yg ga sekolah tp santun drpd sekolah tinggi2 mulutnya tetap",0
1.25464329378416E+018,2020-04-26 23: 01: 13 + 00: 00,"Wah, boleh gak saya bisa mengajar MK Agama di sini ya, mungkinkah bisa ngelurusin pengertian2 anak mudabmacam begitu? ... hmm",0
1.25464194177964E+018,2020-04-26 22: 59: 54 + 00: 00,"Jangan hanya meminta maaf, HARUS HUKUM !!!!! Kau belajar dari kasus si penista AlQuran yang sekarang pejabat pertmaina rupanya.",0
1.2546382618441E+018,2020-04-26 22: 59: 25 + 00: 00,"Harus di DO dan dipidanakan, diluncurkan tidak terlihat krpala saja menistakan agama orang lain, generasi brengsek",0
1.25463716179138E+018,2020-04-26 22: 57: 22 + 00: 00,Aduh nih anak dikasih minum pertamax kali yah Bagus pecat tuh murid terima kasih nih universitas bisa murid kelakuan ndak benar,0
1.25463281602689E+018,2020-04-26 22: 54: 55 + 00: 00,"Meminta maaf sih emang tanggung jawab dia. Tetapi juga jgn @UnivPertamina @pertamina dipertaruhkan gara2 mahasiswa itu. Tidak ada pilihan lain, pecat !! MELAKUKAN!! Dan adili !! Mata-mata Kasus Suka tdk terulang kembali ..",0
1.25463187740874E+018,2020-04-26 22: 54: 34 + 00: 00,Mahasiswa Anda di didik apaan? Seneng banget ngacungin jari tengah dan mulutnya harus dibersihin pakai h2so4,0
1.25463187670829E+018,2020-04-26 22: 53: 52 + 00: 00,"yg biasa hina islam, ulama, ujungnya org gila n stress ... gitu aja terus",0
1.25463143329067E+018,2020-04-26 22: 51: 47 + 00: 00,Lahh .... langsung dia nongol !!,1
1.25463053877987E+018,2020-04-26 22: 46: 16 + 00: 00,"Dosennya di cacimaki, kalau gak di DO gak tau harus ngomong apa sama REKTOR nya",0
1.25462937004549E+018,2020-04-26 22: 45: 11 + 00: 00,"Bahasanya mengerikan, dosennya di caci maki",0
1.25462690840845E+018,2020-04-26 22: 43: 56 + 00: 00,"Wowwww ..... bahasanyaaaa Nah Universitas Pertamina berarti si @sebastianulido Misi Anda no. 3 membangun karakter unggul bangsa melalui budaya akademik yang berbudi luhur, inovatif dan profesional. Cemen lu bas, Susah tugas menye2 di sosmed. belajar siateh belegug",0
1.25462638533255E+018,2020-04-26 22: 43: 32 + 00: 00,Lah ... Sekelas univ pertamina kl masih mempertahankan anak kyk gt ya memalukan ..,0
1.25462604455797E+018,2020-04-26 22: 40: 50 + 00: 00,Terima kasih kpd semua jajaran universitas Pertamina jika pelajar tsb di DO,0
1.2546252627397E+018,2020-04-26 22: 34: 49 + 00: 00,"@UnivPertamina tidak akan pernah jadi besar, kalau yg begini saja tidak bisa bertindak tegas .. Malu pada Anda ..",0
1.25462416242275E+018,2020-04-26 22: 33: 44 + 00: 00,"Jiaaaahh ,,, dari namanya saja sudah kagak heran lagi",0
1.2546234273668E+018,2020-04-26 22: 33: 28 + 00: 00,"woi @UnivPertamina dan hrus pecat itu mahasiswa PKI komunis yg punya mnista agama, jng sampai kampus @UnivPertamina disebut kampus penista agama",0
1.25462192596539E+018,2020-04-26 22: 33: 01 + 00: 00,"Indonesia adalah negara hukum, jadi tetap harus diproses hukum ...",0
1.2546203952541E+018,2020-04-26 22: 32: 15 + 00: 00,"Gak di DO? ,",0
1.25461921924681E+018,2020-04-26 22: 31: 56 + 00: 00,"Alhamdulillah, ada jam yg setimpal, .biar jd efek jera",0
1.25461896263506E+018,2020-04-26 22: 30: 20 + 00: 00,"Minta maaf gag cukup, ke akan psal hukum tetap berjalan",0
1.25461880348219E+018,2020-04-26 22: 29: 41 + 00: 00,"mantap, btw ada foto atau video nya klo ybs minta maaf?",0
1.25461770621028E+018,2020-04-26 22: 29: 24 + 00: 00,"Itu anak yang dikasih makan apa sih ????? Msh muda moral nya udh ga beres, cb @UnivPertamina tolong dibina mahasiswanya nih",0
1.25461726385805E+018,2020-04-26 22: 23: 27 + 00: 00,Semoga @UnivPertamina benar2 menjadi tempat untuk tumbuh & amp,0
1.25461639788527E+018,2020-04-26 22: 18: 18 + 00: 00,Nanti takut opung LBP pulak kau DO skrg juga sblm opung LBP telpon rektor Klian?,0
1.25461331492083E+018,2020-04-26 22: 14: 04 + 00: 00,jangan pernah mau jika ada pihak tertentu yang membawa GILA ... itu sama saja menghina pihak universitas.,0
1.25461236962957E+018,2020-04-26 22: 12: 56 + 00: 00,Kurang ajar skl ... DO aja,0
1.25461224408141E+018,2020-04-26 22: 09: 51 + 00: 00,Dosen nya aja di katain ... Sarap ni anak ... Emosi gw. Pgn bogem ..,0
1.25461079978544E+018,2020-04-26 22: 08: 33 + 00: 00,"Nanti pada saat konversi / BAP kantor polisi jangan sampai ada dinilai krn gangguan jiwa, stress dsb ",0
1.25461013656531E+018,2020-04-26 22: 08: 31 + 00: 00,"Terimakasih buat @UnivPertamina bisa Arif Dan bijaksana dengan masalah ini, tetap bisa teguh menjadi pendidikan yang independen.",0
1.25460967143376E+018,2020-04-26 22: 08: 18 + 00: 00,"Kampus dunia pendidikan harusnya menjadi terdidik pd penghuninya jika mana kampus cmn menjadi ajang sogok & fasilitas cari gelar buat apa saja di dirikan. Banyak orang pintar sekrang tidak punya adab, buka tautan hukum di jalnkan dan kembalikan ke orang tuanya ",0
1.2546084180122E+018,2020-04-26 22: 07: 14 + 00: 00,LAKUKAN aja mahasiswa ampas macam itu ... Kalian para dosen aja di hina ... Keliatan tu anak masuk univ. Bukan dr kualitas tapi titipan ...,0
1.25460838855976E+018,2020-04-26 22: 05: 48 + 00: 00,Efek komut ....,0
1.25460756991129E+018,2020-04-26 22: 05: 05 + 00: 00,"Kalo stress kok bisa masuk univ. Pertamina, hayo bingung kan? Jgn krn 1 orang diselamatkan rugilah ini masuk pengajaran baru, huhuhu ...",0
1.25460645161339E+018,2020-04-26 22: 01: 02 + 00: 00,"Para dosen jgn salahkan sahabat muslim kami, jika anak didik bonyok di luar sana ... Lagian kalian para dosen @UnivPertamina di kata2in diem aja macam gk ada wibawah nya ",0
1.25460531036847E+018,2020-04-26 21: 57: 51 + 00: 00,DO lah minimal min. Biar ada ganjaran buat kejahatan.,0
1.25460499084219E+018,2020-04-26 21: 57: 31 + 00: 00,Parah agama dihina dosen pun di hina..tp Masih pikir2 untuk mnindk lanjuti..klu gua rektornya gk bkln pikir pnjang lngsung di DO tangkap ..,0
1.25460326385854E+018,2020-04-26 21: 57: 29 + 00: 00,Nunggu di tawur massa kali ya ???,0
1.25460299075482E+018,2020-04-26 21: 55: 22 + 00: 00,DO langsung apa susahnya? Yang dihina Agama,0
1.25460290130709E+018,2020-04-26 21: 52: 41 + 00: 00,Semoga tidak ada mahasiawa @UnivPertamina yg bisa menyelesaikan masalah ini sendiri ... bisa jadi tawuran antar fakultas nanti ..,0
1.25460259348703E+018,2020-04-26 21: 51: 56 + 00: 00,Mahasiswanya nih min @UnivPertamina?,0
1.25460236142048E+018,2020-04-26 21: 51: 41 + 00: 00,Univ Pertamina harus TEGAS! MELAKUKAN! Ini bukan hanya menyenangkan guyon guyon yang bisa disetujui hanya dengan cara meminta maaf.,0
1.25460051848101E+018,2020-04-26 21: 50: 12 + 00: 00,Rame2 apaan sih? Kok ketinggalan berita y,1
1.25459513197962E+018,2020-04-26 21: 49: 30 + 00: 00,"Lebih cepat langkah2 yang diambil oleh pihak universitas pertamina, apakah lebih cepat dari rakyat?",0
1.25459508158509E+018,2020-04-26 21: 48: 25 + 00: 00,Beritanya apa? Ada apa sih,0
1.25459393099523E+018,2020-04-26 21: 47: 10 + 00: 00,Mohon arahan pak komisaris utama?,0
1.25459367616186E+018,2020-04-26 21: 46: 29 + 00: 00,DO jg dr dunia ini cr sndri Tuhan yg bnr bwt tu belegug,0
1.25459320604752E+018,2020-04-26 21: 45: 04 + 00: 00,"Kalau gak mau jebloskan kepenjara kasikan aja kemassa, biar massa yg kasi pelajaran ...",0
1.25459233651793E+018,2020-04-26 21: 41: 57 + 00: 00,besok2 seleksi akhlak juga min .. rugi lu dapet mahasiswa goblok gak ada akhlak kaya si ulido. kalo gak nyanggup bawa kemari aja min ..,0
1.2545911291708E+018,2020-04-26 21: 40: 01 + 00: 00,"LAKUKAN, dn serahkan pd fihak berwajib. Agar dpt memberi efek jera.",0
1.2545901993733E+018,2020-04-26 21: 39: 29 + 00: 00,Perlu ditindak,0
1.25458923386975E+018,2020-04-26 21: 36: 20 + 00: 00,"Sip lanjutkan, di kota mana gitu?",0
1.25458914526917E+018,2020-04-26 21: 36: 15 + 00: 00,"Apapun itu, ybs harus diproses hukum.",0
1.25458857452093E+018,2020-04-26 21: 35: 15 + 00: 00,"Benar jgn hanya selesai dengan selembar materai saja, proses hukum! sdh sering terjadi penistaan ​​agama hanya berakhir di materai, ternyata sangat melukai dan menjadi pembenaran utk peninstaan2 lainnya dan menjadi preseden buruk bagi penegakan hukum cc @DivHumas_Polri @CCICPolri",0
1.25458848781204E+018,2020-04-26 21: 33: 59 + 00: 00,Iya bentar lagi subuh ,1
1.25458504824789E+018,2020-04-26 21: 33: 32 + 00: 00,Ssttt Bntr lg adzan ... hentikan ghibah .. ,1
1.25458389746506E+018,2020-04-26 21: 33: 28 + 00: 00,"Jaga wibawa kampus min, DO si BABI itu, kecuali kampus lu emang udah jd sarang penista agama",0
1.25458343317668E+018,2020-04-26 21: 31: 08 + 00: 00,Tangkap dan adili sebelum masyarakat yg mengadili.,0
1.25458321373902E+018,2020-04-26 21: 27: 11 + 00: 00,"Pasti akan berakhir dengan 6000 materai seperti yg sudah ""..",0
1.25458255181491E+018,2020-04-26 21: 25: 28 + 00: 00,Tindaklanjut jangan nunggu sampai lupa ...,0
1.25458207286734E+018,2020-04-26 21: 24: 56 + 00: 00,@UnivPertamina Nih mahasiswa kamu hubungan intim ... Malu2in nama besar kampus ...,0
1.254581600379E+018,2020-04-26 21: 24: 03 + 00: 00,Saya curiga jae enggak pernah membaca dokumen negara pasti menjadi ML utama ,0
1.25458065587627E+018,2020-04-26 21: 24: 01 + 00: 00,DO trus Masukin bui min .. ini level penghinaannya sudah jauh2 di atas dari menghina Presiden.,0
1.25458039110239E+018,2020-04-26 21: 23: 42 + 00: 00,"Pertamina punya universitas ya ???? Baru dengar saya pas dengar, pas berita jelek ...",0
1.25457983877552E+018,2020-04-26 21: 23: 18 + 00: 00,Ganjen amat .. Kayak ganjat aja,0
1.25457815537902E+018,2020-04-26 21: 22: 26 + 00: 00,"LAKUKAN min, ini hukuman. Terlalu sering org2 skrg menghina agama krn selalu selesai dg materai 6rb atau divonis gila. Kamu mau piara generasi muda gila?",0
1.25457725413631E+018,2020-04-26 21: 21: 47 + 00: 00,Jae Suruh Lawan gue dulu dech ... klo menang br boleh bikin turnament..hahahaha,0
1.25457673173159E+018,2020-04-26 21: 19: 59 + 00: 00,"DO, bos. Anjing tu pelajar. Bikin malu kampus. Bikin perang bangsa. Pecat.",0
1.25457585395179E+018,2020-04-26 21: 19: 49 + 00: 00,"Anda tidak perlu melakukan itu, anak mau berhutang pecat. Ttd OHAX",0
1.25457540636088E+018,2020-04-26 21: 19: 34 + 00: 00,Dan itu jika ingat tahun yang lalu Jokowi mau bikin janji ,0
1.25457518724625E+018,2020-04-26 21: 19: 24 + 00: 00,Pihak kampus punya email. Bikin laporan dan kirim melalui email. Pasti ditindak lanjutin tanpa harus mencemari nama baik kampus bos,0
1.25457472979442E+018,2020-04-26 21: 18: 48 + 00: 00,"Harus di keluarkan! Yang dihina itu Allah, Tuhan Semesta Alam. Tidak sepantasnya kalian memiliki jenis siswa gini.",0
1.25457039276671E+018,2020-04-26 21: 18: 44 + 00: 00,Sama PUBG..hahahah,1
1.25457001239785E+018,2020-04-26 21: 18: 20 + 00: 00,Sampah peradaban .. pasti otak ML ,0
1.25456946459659E+018,2020-04-26 21: 17: 58 + 00: 00,Kita liat saja apakah cukup untuk sampai di situ ,0
1.25456935665202E+018,2020-04-26 21: 17: 49 + 00: 00,Pas nih ... Komutnya seorang Penista Agama .. eh mahasiswa dri univ nya pertamina malah ikut2an menistakan agama juga ..,0
1.25456903241126E+018,2020-04-26 21: 17: 41 + 00: 00,Kita lihat aja mahasiswa / i muslim dan dosen2 muslim di Pertamima. . Kalau gk dikasih sanksi apa mereka cuma nonton. ??,0
1.25456871205457E+018,2020-04-26 21: 17: 16 + 00: 00,"Jangankan menghina ulama ... Menghina rasulullah SAW aja di maafkan pake metrai 6000 pokonya murah ... Kalo lain menghina si cemara, aun peot hukuman dengan pasal yang pasti di kluarkan ... Negri yg udah di asuh kaum asu",0
1.25456824376472E+018,2020-04-26 21: 16: 59 + 00: 00,Miskin adab ... ,0
